	X	Y	Celltype	Sender_cells	Sender_cells_PI
87	690.7033613938054	1856.1625869311817	Receivers		
88	1408.8288038470655	63.677859062615696	Receivers		
89	1154.4571772083352	475.78564274901726	Receivers	165,1403	
90	1868.4279958495874	1227.931911931792	Receivers		
91	1071.2656060499166	1179.819952709142	Receivers		
92	1460.2440590335393	623.8899909592037	Receivers	181,458,1245,4573,5206,6184,6745,7000	6184,7000
93	796.4421244321837	419.6874979502443	Others		
94	372.3860117606723	1888.744779967867	Receivers		
95	1479.1015900985751	980.9176172351341	Receivers		
96	454.82925594664647	508.7129635407859	Receivers		
97	116.05832064775123	868.8332511162415	Others		
98	623.5917639882051	1392.686977630919	Receivers	404,914,991,3147,3925,3942,4451,5352,5401,5853,7678,7875	914,3942,5352,5853,7875
99	755.5036785849618	359.2073551192696	Others		
100	49.35745678266245	134.49926292649715	Others		
101	1358.7855469971346	907.3936891120907	Senders		
102	1073.1584222174445	1793.3425860806842	Others		
103	1980.6778947934088	433.79396879694787	Senders		
104	1326.1564062002017	526.6447534743013	Receivers	64,545,571,1273,2509,3049,3130,3818,5791,6645	571
105	41.30199893145736	1516.7573076722829	Others		
106	640.0343016449357	766.9277883437959	Senders		
107	1176.6342271072115	1662.0969104723808	Others		
108	1257.9636871822975	1745.3013108947905	Others		
109	547.0840696312715	1596.0936678251273	Senders		
110	371.2718886119044	1905.5833139438892	Receivers		
111	1374.9765527756306	431.0153542271169	Receivers		
112	1894.7411809778484	1461.7116135403157	Senders		
113	507.88328519005165	426.62395473496395	Receivers		
114	1036.4014278613265	51.32543610906315	Others		
115	414.9401508822188	849.3709375030126	Receivers	1411,2108,5529	
116	748.3399606684511	927.1508487296214	Receivers		
117	555.2574125894638	1173.5686929163376	Others		
118	1727.711211846463	235.06371192406615	Senders		
119	1034.7582143082284	264.13621269030665	Others		
120	1433.7193623851874	792.1194056145874	Senders		
121	1130.842623717018	366.5596724281572	Receivers		
122	289.6955186867545	976.1125612979091	Others		
123	711.2254756999113	1880.8638905056262	Receivers		
124	1530.6505076139306	1497.3272397010946	Senders		
125	1807.439479491867	166.8448708840371	Senders		
126	1104.384939844813	1168.9521379115376	Receivers		
127	1923.872757094458	584.2950535850977	Receivers	1125,1468,3205	
128	481.65755983089366	200.58788453099564	Others		
129	32.859259182948406	1859.0586335843811	Others		
130	1339.83309318182	1570.3058240462756	Receivers		
131	127.91053224196224	971.2551918692458	Others		
132	1954.9902794888935	1753.0104906331817	Receivers		
133	676.3179036736913	1923.140309082997	Receivers		
134	463.40325294240904	1898.6376448313629	Receivers		
135	1882.7554094129973	1598.4051747047833	Senders		
136	586.0405690155934	1697.8871106258364	Senders		
137	1235.7533838350475	26.47371551779898	Others		
138	694.4670358644391	296.28172189633005	Others		
139	1963.6587796365063	956.7406140799761	Others		
140	994.7827309973254	1278.9450327974473	Others		
141	737.169212259235	273.8005433711979	Others		
142	1644.235466388491	379.69582380551594	Senders		
143	1022.637965092912	448.6340579494785	Receivers		
144	195.6889689880681	1724.3830348433667	Others		
145	1945.8389780462605	1921.6693161260002	Others		
146	1813.1109984423579	1548.0946653972776	Senders		
147	666.2903040572838	162.20277997599354	Others		
148	814.4823428276146	464.46828434188546	Receivers		
149	264.975269515966	106.85436357365052	Others		
150	1451.1887284211575	22.85491725006206	Receivers		
151	1541.1614970055525	293.8932908007501	Senders		
152	159.0441651735115	179.20606847721078	Others		
153	1344.0956147078289	490.73441970568956	Receivers		
154	841.0789333601969	1114.7375826478337	Others		
155	1721.1023476575874	1454.0885254226566	Senders		
156	540.6558104774293	262.9655985822552	Others		
157	110.74864084239589	603.197268961885	Others		
158	524.2362984793565	912.2811336009593	Receivers	2145,2556,3280,4343,4717,5501,7157,7603	4343
159	1366.5626710953609	1391.2508912777143	Receivers		
160	567.0376931643333	759.853911800241	Senders		
161	362.3019234738061	1577.0910246130375	Receivers	478,801,819,1300,1356,1748,1902,4456,5504,5989,6239,6665,7877	4456,5504,7877
162	113.6961528664806	1393.9944834499747	Others		
163	1557.3907918822067	1554.8151236975064	Senders		
164	518.8451286907099	747.6262758651229	Senders		
165	1175.199270392778	545.643804848934	Senders		
166	741.7055984357775	394.1085603712793	Others		
167	919.7117675120148	89.22460250822817	Others		
168	1599.591769141236	153.91289397326545	Senders		
169	1037.670297663052	613.6201990903922	Senders		
170	1155.085897662751	1918.8666816668504	Others		
171	1291.1404889120076	70.72487151098184	Others		
172	860.8048790161224	1020.0337046365005	Receivers		
173	1072.354989406904	1362.7850212076758	Others		
174	555.1921954635321	257.7211309326404	Others		
175	785.3513530941887	1912.8114455918976	Receivers		
176	374.2617835016895	1807.967909856474	Receivers		
177	1087.6119001546526	913.8228432915316	Senders		
178	1764.0828204597792	917.2079235371717	Others		
179	1448.3352732230865	798.050643406204	Senders		
180	1808.0887858019155	1380.0500403824547	Senders		
181	1399.2441085010335	655.4408031142378	Senders		
182	1513.5572854737784	1272.1221108942825	Receivers		
183	480.0405467594191	321.07764497051284	Others		
184	1592.7829490346635	1918.333206070445	Receivers		
185	916.2776545200857	1181.9683306473698	Others		
186	1715.4452883871093	914.4469067077141	Others		
187	1903.7489536654723	1151.502324089745	Others		
188	1641.53424140263	1817.6874368254767	Receivers	4826	
189	1631.0476375371377	318.82892689791186	Senders		
190	1257.7968781234008	796.8685172393541	Senders		
191	125.4259040466914	848.064503779684	Others		
192	517.3681337788154	1698.0766168570217	Senders		
193	66.60925309339238	1917.9654437269471	Others		
194	710.7376969438592	713.4137808050858	Senders		
195	32.65700536741578	370.46465047236785	Others		
196	802.5190016072174	1858.582834605428	Receivers		
197	199.22986044254264	1890.6030669581592	Others		
198	1738.9770610932644	908.3247938151036	Others		
199	653.4017635365201	465.4882585581137	Receivers		
200	1228.9294129537486	66.14918295101124	Others		
201	31.212128893656434	857.5914449964756	Others		
202	136.1481479494404	503.8819764921858	Others		
203	262.1104624305155	24.07244579530854	Others		
204	230.96859427749615	1236.9605190254958	Others		
205	1948.5124256361007	1980.6900031217879	Others		
206	818.1081907461232	325.9088520932107	Others		
207	1277.5235147330586	980.6106930974743	Senders		
208	1978.819554568863	130.6084143035604	Senders		
209	1566.4688766276263	576.7969946629878	Receivers		
210	482.837240153148	1325.009143065352	Receivers		
211	1034.6170344045775	848.1779768716985	Senders		
212	1109.375617322838	574.1030398392595	Senders		
213	1413.1494125459578	829.713738667128	Senders		
214	721.0911209717846	1657.3138291114756	Senders		
215	1849.9338239063843	92.01462177459385	Senders		
216	465.253985659531	697.0387389851264	Senders		
217	1629.9329587404948	1970.9828552865952	Others		
218	1937.9434093407035	1809.8966910998538	Receivers		
219	593.1125301280598	1984.0224868289483	Receivers		
220	498.84008211290245	211.8123097644644	Others		
221	1901.9052221107881	466.84051093619263	Senders		
222	1379.536530155501	116.71271796117733	Receivers		
223	1461.4181982549524	1763.4404246676793	Receivers		
224	544.873790931925	758.113792154857	Senders		
225	748.5923666418322	1497.5765150802663	Senders		
226	475.6144850780777	343.706198095286	Others		
227	898.5832973754761	608.936814754639	Receivers		
228	1678.3782445173047	475.48365203127753	Senders		
229	1004.778914978523	1885.1671993958607	Others		
230	1880.4193787095346	1501.5297237727038	Senders		
231	1399.1501204495028	1935.9311332084542	Others		
232	1988.8015792953588	903.6433653395193	Others		
233	141.73955636841674	585.5880628810377	Others		
234	304.70941137546095	834.9727495920237	Receivers		
235	262.57865694651207	1208.235608041764	Others		
236	765.6161183157081	1790.7717685764198	Receivers	4214,4424	
237	1935.5893435970038	1093.7698033388442	Others		
238	1793.5223164488198	813.4666916714965	Others		
239	1104.1565533839416	543.3055352122917	Receivers	165,212,472,838,998,1179,1278,1403,2678,3227,4007,4799,5453,5620,6733	212,838,2678,5453,6733
240	910.888298900054	803.4270707591972	Receivers	2962	
241	496.82693016594203	1011.7327676506167	Receivers		
242	620.7616519596229	746.069727761495	Senders		
243	1049.9408845085286	1501.190045857975	Others		
244	667.0149315825506	1848.3175332415271	Receivers		
245	1724.6370936718047	97.38059195105708	Senders		
246	507.2850485136455	892.2710253184039	Receivers	2145,2556,3280,3322,4343,4717,5501,5529,7603	4343,4717,5501
247	209.25577748494817	696.9519780669941	Others		
248	1480.195051235365	1361.0289622856517	Receivers		
249	1244.7688571320098	1421.0568054446912	Others		
250	409.84737391940354	683.3962297294643	Receivers	216,971,4206,4356,5064,5919	5064
251	1352.4849645549257	1758.4695260626543	Receivers		
252	1087.3561076561905	565.3993018910733	Receivers	169,212,472,838,998,1179,1278,1403,2582,2678,3227,4007,4799,5453,5620,6095,6733	212,472,838,1179,4007,4799,5453,5620,6733
253	60.47051601196518	1420.6736579484268	Others		
254	15.768207016880753	745.3581396419911	Others		
255	1061.0744291255637	1844.2229235343862	Others		
256	178.9890900658002	811.8846439365675	Others		
257	48.62639942031555	685.2219686831806	Others		
258	1244.4621176795897	558.1358964571967	Senders		
259	419.4998993112702	231.40646665418728	Others		
260	1154.2804880406836	1390.5400118093721	Others		
261	1343.9142811916447	1897.7220414410147	Others		
262	5.406427787005397	1294.393307788072	Others		
263	1200.784474195279	1177.4792199405763	Receivers		
264	1925.540639680485	33.743346740079396	Receivers	649,942,1455,2236,2915,3850,5335,7114	2236,3850
265	1392.9648614029002	1627.3572994037268	Receivers		
266	1019.6143932431683	667.9297391936183	Senders		
267	1581.6803264548098	194.4858512648493	Senders		
268	884.0712754598505	1039.9047491416763	Receivers		
269	1387.912821869095	181.77146406481893	Receivers		
270	455.5190030757219	820.6031253802513	Receivers	1149,1337,1411,1668,1959,2108,2250,3322,4717,5529,7280	1411,2108,3322,4717,5529,7280
271	1246.5893460402613	1773.921562434835	Others		
272	1237.652336482753	266.92294186986885	Others		
273	1005.4415222906481	1844.695963593266	Others		
274	1082.7615875142715	1846.6121357783263	Others		
275	1659.7947372066862	1936.5728205885946	Receivers		
276	1839.5656215563167	72.06763485713896	Senders		
277	349.5440083218799	778.2693542023716	Receivers		
278	1904.2853945908416	600.0578389518591	Receivers	3205	
279	320.9352877752021	1772.6093321731198	Receivers		
280	892.7888309664058	1815.751188708652	Receivers		
281	320.4609326402865	1322.235023016199	Receivers		
282	880.5275056589836	152.9735380605708	Others		
283	1392.926289305001	494.79751107830737	Receivers		
284	79.23104515903545	119.88859649914652	Others		
285	122.15707413357468	1815.465914970079	Others		
286	1479.767835658202	1796.12471442747	Receivers		
287	1345.1646225930426	1057.8798580617663	Receivers	1002,4751,6119,7607	
288	608.8927286947566	1995.924502657347	Others		
289	724.3781178787787	941.2978984278191	Receivers		
290	756.4903498469236	1959.0538586709172	Others		
291	349.31677079001156	655.9760018161593	Receivers		
292	1360.697332030003	126.41523667726129	Receivers		
293	1214.498748023082	955.2930057528322	Senders		
294	567.9999535242022	476.826561848116	Receivers		
295	1029.0254865975135	735.8551610740826	Senders		
296	913.0397825253107	674.9547635284798	Receivers		
297	1940.9873871919551	266.87886349120805	Senders		
298	193.6079063567484	686.7834575818322	Others		
299	1182.0538017409824	1318.3529437000566	Others		
300	794.5134943360841	1998.555987844342	Others		
301	703.7859923860852	1442.8133359199048	Senders		
302	1275.1653890615858	1626.1077264949213	Others		
303	1952.45132690764	1779.5873128910805	Receivers		
304	1529.123948715417	1396.496955636581	Receivers	1160,1354,1992,2101,2450,2536,3051,3069,5104,6232,6429	2450,2536,3051
305	670.9963393517993	295.3711564134147	Others		
306	125.27200611961953	483.80340840296964	Others		
307	864.5629623625972	1043.992547259965	Receivers		
308	1546.1671081097431	1917.4818461131858	Receivers		
309	234.64096076962204	214.0082803875831	Others		
310	1179.3894460271015	1490.7961478945858	Others		
311	1696.3007606939698	1871.664160433577	Receivers		
312	1966.852484521284	799.6033844490518	Others		
313	760.6703670551462	295.61735339454475	Others		
314	1369.8688773671188	1313.523916881674	Receivers		
315	1724.1251917024144	194.51598957528125	Senders		
316	995.5538156506835	1162.1638593441262	Receivers		
317	1719.161672839243	117.06984447111756	Senders		
318	941.2418078361458	231.66800260177055	Others		
319	914.1175226627347	1959.9246526846186	Others		
320	847.4127069109456	1714.2498350091346	Receivers		
321	234.63112836638777	542.5041535237283	Others		
322	807.585481334669	799.6242800186615	Receivers	2835,7567	
323	1342.7669573403064	689.4362547510153	Senders		
324	1427.5337368200328	1278.373798450785	Receivers		
325	798.3222905095462	863.5202553086385	Receivers		
326	1229.0553996206415	140.08438028928927	Others		
327	1644.8134767113806	1306.8423222272738	Receivers	2933,3071,3751,4858,5999,7754	
328	1452.6849288356705	1073.8460021647809	Receivers		
329	220.95422198348948	810.0712265938998	Others		
330	810.7471656971121	642.0859800864338	Receivers		
331	59.90064980949872	1474.5084851929546	Others		
332	219.5689161250014	1212.6162660901703	Others		
333	1406.4349929344314	1269.5726458673894	Receivers		
334	1918.28450395595	206.59631017027723	Senders		
335	1734.3343182103984	58.38046969782651	Senders		
336	1069.8337098541679	808.4872358785176	Senders		
337	1048.3677207875164	730.1997541200196	Senders		
338	381.1338298801361	38.24579489737956	Others		
339	1036.2996275823486	1685.5537253696846	Others		
340	746.4319114895883	445.7276360299605	Receivers		
341	442.79289258554445	200.02812184311037	Others		
342	530.0793967289641	132.29892423390942	Others		
343	131.2097344198513	1712.5523592455638	Others		
344	324.24052141766646	1119.364811646896	Others		
345	1546.911088898061	912.8191306781332	Receivers		
346	306.73775571869146	399.1922842402287	Others		
347	698.8805840970698	1562.9592004693227	Senders		
348	1502.0432977127969	1854.423614746236	Receivers		
349	57.90509805392108	1791.3825824204068	Others		
350	785.137576924302	1756.7449907599882	Receivers	4214,4424	
351	1381.5695523130591	1974.6975141479363	Others		
352	1518.5649034333362	729.0892519935733	Receivers	1738,2671,6039,7698	
353	1002.1263456695042	752.7783103887025	Senders		
354	729.8236720424762	521.8089987621195	Receivers		
355	991.9405907469392	1363.4798901387223	Others		
356	554.680542610487	1048.75962215444	Receivers		
357	234.76058834111436	319.6905737083826	Others		
358	93.6127094243775	1941.4628855412657	Others		
359	7.7207030205221905	357.1599361153126	Others		
360	1225.7335062339846	162.7391977066106	Others		
361	1763.7930061936647	1439.2403156845764	Senders		
362	1932.779942875787	1015.2710944815298	Others		
363	600.8073663169744	1099.0011455905428	Others		
364	1861.6374345959464	1041.5228744837211	Others		
365	534.4140637246373	1754.7975783482393	Senders		
366	743.8374970249226	2.7666999979982787	Others		
367	495.3700449846319	636.4670183541248	Senders		
368	889.1745756226015	672.2045327997748	Receivers		
369	1761.3562460941591	1890.0535538807828	Receivers		
370	1983.7806583092588	753.4825339219735	Others		
371	1932.2948912543427	1583.7591392618026	Receivers	135,1098,3353,3435,3581,3743,3838,4930,6638,7240,7318	3353,6638,7240,7318
372	432.9145218884196	332.09564904249135	Others		
373	1845.5132204507308	588.1533247663322	Receivers	1408,1468,1495,2290,3205,4687,5050,7695	4687,5050
374	906.1884908977569	987.9156679744469	Receivers		
375	1556.3431909005083	1688.4699231060483	Senders		
376	278.14540229722564	853.8087204221474	Receivers		
377	1685.7097756709143	1636.066611511677	Senders		
378	204.8275169048328	312.766697735926	Others		
379	608.3973831988156	150.71813816668066	Others		
380	849.3260056811857	215.23541029916382	Others		
381	1136.4351873396902	493.11387962231225	Receivers	165,1403,2678,5453	
382	1192.8661306992453	235.0512858072753	Others		
383	1951.7677368370666	1865.1224077146808	Receivers		
384	783.5938771293316	484.3571882521709	Receivers		
385	500.79642570714554	966.7870704047841	Receivers		
386	79.98560380143394	1279.410212150254	Others		
387	816.6058166794896	754.8131451777747	Receivers		
388	1908.667630785384	703.8724809913814	Receivers		
389	1795.085529298811	1539.9343725001777	Senders		
390	714.8493031894261	1243.3308729065157	Receivers		
391	577.1399153033911	1748.7998341496846	Senders		
392	224.8546344246225	424.86872258808205	Others		
393	366.06658415984225	806.0520048085773	Receivers		
394	1490.4659200642582	1053.8148981043607	Receivers		
395	975.3526470764151	1.0919297939913086	Others		
396	850.8034507101095	127.10754967231685	Others		
397	416.50650424296765	1864.7878779209889	Receivers		
398	430.7964086864764	1716.675277268525	Senders		
399	1605.7867431226684	318.2924738844857	Senders		
400	1211.4239145405577	231.32374381002663	Others		
401	1455.776316739023	1274.9245547444132	Receivers		
402	1623.8771233820387	958.7690987783761	Receivers		
403	1829.7261756667658	98.69789357687941	Senders		
404	585.7771300540293	1430.1051949303342	Senders		
405	836.2184234960017	345.9027085423128	Others		
406	214.42149085709207	1634.6782229232429	Receivers		
407	946.2859569312885	1764.5673438382148	Others		
408	1466.5782686334521	819.4524112614872	Senders		
409	747.0220283113673	1031.2766933025034	Receivers		
410	1778.1199063794572	1474.5571594283358	Senders		
411	10.30592853804646	1388.315702738251	Others		
412	1839.0148138116413	1420.911519008983	Senders		
413	354.01156313499183	967.0362548549174	Receivers		
414	280.63203584683885	717.9905566792642	Receivers		
415	1874.2340838810353	1846.6106151174167	Receivers		
416	565.6737043521658	679.2620883323983	Senders		
417	1200.4257362625879	1926.39459052076	Others		
418	295.60266813078084	513.8332873733382	Others		
419	1747.113654581543	983.784463416689	Others		
420	1797.9221844540634	371.0357950463525	Senders		
421	1065.3371749427215	652.5392652987447	Senders		
422	633.0851197849521	893.7539278923982	Receivers	40,1325,3280,3452,3511,3874,4017,4139,4278,4408,4981,5511,6972,7157,7353	1325,3874,4017,4139,6972,7353
423	866.1548982025369	714.6937593559088	Receivers		
424	1829.941540631237	1463.4883708657856	Senders		
425	1455.0939826630593	579.8268991839109	Receivers	5670,6184,7000	
426	1155.4188486336807	1558.358866603668	Others		
427	1591.1807370864262	689.0609215086246	Receivers		
428	1541.7455131372956	1471.787793615466	Senders		
429	283.01297124380056	1731.8909371329546	Receivers		
430	882.6429403608216	972.820897777331	Receivers		
431	896.7383577959946	1135.6920029550151	Others		
432	1242.3384947341094	996.3591315258868	Senders		
433	1733.5770865181912	1255.4695123905688	Receivers		
434	802.85589861104	833.3835138174219	Receivers		
435	1621.6772302579027	696.3838854930402	Receivers		
436	422.9095915648271	118.76637601157847	Others		
437	1752.0536958411483	1837.0929023806998	Receivers		
438	240.24036432695195	668.9474829922298	Others		
439	350.74413903048776	231.79693765175946	Others		
440	1799.7334860000603	113.75451829071093	Senders		
441	1960.9713269380136	192.90172139476834	Senders		
442	1726.9412983871714	1133.0122139783255	Receivers		
443	735.8349756357468	684.6847532503158	Senders		
444	1514.7282864754175	629.1465900085744	Receivers		
445	1314.6378332342836	1034.6521670321602	Receivers	207,921,1002,1233,1570,2517,4751,5287,5479,5961,6119,6709,7607	921,1002,1233,2517,5287,6119
446	969.931290316141	1802.3243412983231	Others		
447	1109.290117240519	1653.72320609739	Others		
448	1451.1470682029787	77.1144921179967	Receivers		
449	1546.2201050108383	433.74050018208135	Receivers	86,1268,1347,1840,2205,2218,2689,3531,4690,4996,6268,6968,7133,7542,7574	86,2205,2218,3531,4690,6968
450	1806.2992937031431	85.84838121766403	Senders		
451	666.1440689486375	199.46589446950802	Others		
452	951.1782341696875	1640.0448717395036	Receivers		
453	596.3747193261282	301.8697946220832	Others		
454	660.5340713937984	1627.760283841272	Senders		
455	280.7679155986937	454.7248981550036	Others		
456	137.70392898674788	1411.4200879792154	Others		
457	790.4664870726737	621.679954286632	Receivers	4039	
458	1437.2527806823039	671.9550846805105	Senders		
459	1455.542546428836	1630.398790628627	Receivers	1975,3021,5807	
460	435.3256869154769	1947.6373936919667	Receivers		
461	324.7158958253336	581.6818133134851	Receivers		
462	359.59058166708326	691.0113127126689	Receivers		
463	960.1217756415112	1044.351738004238	Receivers		
464	1707.212084592544	1778.895817631733	Receivers	1888,2257,2340,2687,4530,4826,5238,5371,6170,7269,7923	1888,5238,5371,7269
465	440.2077215618128	1245.788064371505	Receivers		
466	222.99211459743117	917.9397203641366	Others		
467	644.6670760932362	633.0014909072128	Senders		
468	965.168483424202	1459.6552710585352	Others		
469	138.36531758477898	1758.346675374809	Others		
470	1878.3218181747407	1012.6244480467772	Others		
471	1999.6171562339307	394.5189486014753	Senders		
472	1069.8163967664027	580.4960851198568	Senders		
473	608.3471147784932	1182.1307616679803	Others		
474	1843.4381337416664	1610.52771115835	Senders		
475	1447.8827970026518	1118.3475642034043	Receivers		
476	1844.5970073348954	984.7228133817682	Others		
477	1747.6643566694363	1667.9632877532636	Senders		
478	427.6706936031731	1542.4509259318204	Senders		
479	24.34231388651753	645.659075096175	Others		
480	459.1348893838996	1013.7259169746269	Receivers		
481	1473.706323361571	195.35273489544824	Receivers	3440	
482	1029.8444038735367	1876.8240433887713	Others		
483	457.293101965891	1354.2822882228481	Receivers		
484	1185.7605415623152	20.12739131218666	Others		
485	951.6523917144455	1417.5407818820972	Others		
486	87.9508640481812	1759.0429660474601	Others		
487	1164.6394661041106	214.94513553760908	Others		
488	575.089004561123	913.4072517209684	Receivers	1325,2556,3280,3770,4017,4139,4343,5501,5511,7157,7603	2556,4017,7157
489	41.900138535460925	823.2310272275176	Others		
490	978.9172708693962	487.3557505624644	Receivers		
491	1177.2780005839732	1506.4802391843536	Others		
492	471.66844821127097	1240.9998005599755	Receivers		
493	1279.244485927483	1897.0806022576821	Others		
494	980.8398168725503	370.6971739587657	Others		
495	1991.63058591927	258.71152207739925	Senders		
496	942.9146387085308	136.1861984842132	Others		
497	1887.701714701639	1929.8498816968793	Others		
498	1438.778124007947	699.9856872603378	Senders		
499	508.7648022352487	530.6066490740948	Receivers	2207,2732	
500	254.58805084014946	1051.6179061534458	Others		
501	283.634551402955	633.4613331069125	Receivers		
502	1253.4129519182097	1455.0872191814997	Others		
503	48.545409244122425	860.2319687534798	Others		
504	1304.249189684278	1706.4919523170256	Others		
505	950.6495644241649	1938.4117434353705	Others		
506	531.2650950828945	27.01741325343776	Others		
507	967.5057294034724	512.2275900400359	Receivers		
508	1647.4353440463387	465.54534436222417	Senders		
509	621.2584365826126	1582.4548620382245	Senders		
510	1430.28650405072	1116.102473314525	Receivers		
511	10.620095229335602	22.710257024385115	Others		
512	1022.4435751473733	166.58195943799848	Others		
513	1718.0052793161171	304.054454419139	Senders		
514	1.3284371804089812	1883.3355907795128	Others		
515	556.6505966402286	371.795205710995	Others		
516	1383.0162156630706	217.8074776826524	Receivers		
517	529.2991960056006	1950.189360424093	Receivers		
518	1278.9255489480204	1041.355582965107	Receivers	207,432,921,1002,1233,1570,2517,2595,4140,5287,5961,6119	921,1002,1233,1570,5287
519	795.8372296698755	1549.001909768404	Receivers	225,2927,3154,3231,3376,4447,4683,4915,6470,6689,6715	3231,3376,4683,6470,6689
520	281.9149530473874	1934.6756040739642	Others		
521	1722.2460161315732	1235.3139651384865	Receivers		
522	85.81238080511633	1401.7112988954755	Others		
523	1826.5686817709616	1049.154134957252	Others		
524	708.4496436545255	240.55468995893926	Others		
525	1509.8022082751365	1770.0437024236123	Receivers		
526	200.50348815169716	1517.969109504684	Receivers		
527	34.12097251819502	1934.109836154439	Others		
528	1230.1160412701925	1104.8781179832663	Receivers		
529	591.8996671778556	1858.5833431395668	Receivers	3447,4937	
530	531.8112546735821	1656.29322643339	Senders		
531	1970.217358674264	1566.7932910296117	Receivers	3353,3435,7240,7318	7318
532	1037.9798407728636	132.14852770334383	Others		
